lat,lon,id,name,geometry,index_right,lsoa21cd,lsoa21nm,msoa21cd,msoa21nm,lad22cd,lad22nm,LSOA name,10th percentile (£),20th percentile (£),30th percentile (£),40th percentile (£),50th percentile (£),60th percentile (£),70th percentile (£),80th percentile (£),90th percentile (£),Percentage of occupied addresses with income information (%),Population,IMD Score,Station Name,Start Count,End Count,Total Demand,Normalized Demand
51.514924,-0.066078,BikePoints_200,"LMU Commercial Road, Whitechapel",POINT (-0.066078 51.514924),4443,E01035687,Tower Hamlets 021H,E02000884,Tower Hamlets 021,E09000030,Tower Hamlets,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,"LMU Commercial Road, Whitechapel",10428.0,10414,20842.0,0.16336288318793551
51.522596,-0.161113,BikePoints_201,"Dorset Square, Marylebone",POINT (-0.161113 51.522596),4962,E01004662,Westminster 012D,E02000971,Westminster 012,E09000033,Westminster,Westminster 012D," 14,587 "," 22,965 "," 30,658 "," 39,571 ",49183.0," 61,734 "," 79,446 "," 108,730 "," 182,653 ",89.5,2356.0,12.0,"Dorset Square, Marylebone",16709.0,16522,33231.0,0.26046981917370143
51.512363,-0.069542,BikePoints_202,"Leman Street, Aldgate",POINT (-0.069542 51.512363),4379,E01032767,Tower Hamlets 021F,E02000884,Tower Hamlets 021,E09000030,Tower Hamlets,Tower Hamlets 021F," 12,179 "," 19,824 "," 28,296 "," 36,202 ",46011.0," 56,405 "," 69,116 "," 85,340 "," 115,463 ",86.4,1476.0,11.9,"Leman Street, Aldgate",14946.0,14038,28984.0,0.22718116333936872
51.518218,-0.100791,BikePoints_203,"West Smithfield Rotunda, Farringdon",POINT (-0.100791 51.518218),997,E01032740,City of London 001G,E02000001,City of London 001,E09000001,City of London,City of London 001G," 12,183 "," 23,031 "," 33,305 "," 41,173 ",50820.0," 63,736 "," 77,876 "," 98,370 "," 156,446 ",87.0,1742.0,15.8,"West Smithfield Rotunda, Farringdon",14738.0,14856,29594.0,0.23196243954820858
51.526599,-0.112432,BikePoints_204,"Margery Street, Clerkenwell",POINT (-0.112432 51.526599),2905,E01002726,Islington 022F,E02000575,Islington 022,E09000019,Islington,Islington 022F," 12,649 "," 17,293 "," 21,778 "," 27,259 ",31876.0," 38,363 "," 46,027 "," 61,449 "," 84,458 ",94.8,1742.0,24.5,"Margery Street, Clerkenwell",7833.0,7485,15318.0,0.12006489994591671
51.518154,-0.062697,BikePoints_206,"New Road 1 , Whitechapel",POINT (-0.062697 51.518154),4506,E01004322,Tower Hamlets 017A,E02000880,Tower Hamlets 017,E09000030,Tower Hamlets,Tower Hamlets 017A," 8,493 "," 13,168 "," 17,669 "," 21,811 ",25571.0," 29,281 "," 34,162 "," 40,590 "," 54,080 ",96.5,1552.0,32.3,"New Road 1 , Whitechapel",16586.0,16672,33258.0,0.26068144943212546
51.501352,-0.153194,BikePoints_207,"Grosvenor Crescent, Belgravia",POINT (-0.153194 51.501352),4981,E01004691,Westminster 019E,E02000978,Westminster 019,E09000033,Westminster,Westminster 019E," 9,691 "," 13,916 "," 19,936 "," 24,559 ",32292.0," 38,790 "," 50,973 "," 69,226 "," 121,008 ",84.2,1844.0,11.0,"Grosvenor Crescent, Belgravia",4799.0,4850,9649.0,0.07563038383458352
51.525051,-0.166304,BikePoints_208,"Mallory Street, Marylebone",POINT (-0.166304 51.525051),4919,E01033601,Westminster 009G,E02000968,Westminster 009,E09000033,Westminster,Westminster 009G," 11,186 "," 15,172 "," 18,701 "," 22,159 ",24618.0," 27,624 "," 32,587 "," 38,301 "," 47,020 ",97.2,1696.0,32.2,"Mallory Street, Marylebone",5936.0,4675,10611.0,0.08317069156065558
51.493583,-0.165101,BikePoints_209,"Denyer Street, Knightsbridge",POINT (-0.165101 51.493583),2950,E01002858,Kensington and Chelsea 014C,E02000590,Kensington and Chelsea 014,E09000020,Kensington and Chelsea,Kensington and Chelsea 014C," 10,071 "," 15,670 "," 20,076 "," 23,624 ",27648.0," 32,646 "," 39,157 "," 50,155 "," 74,229 ",89.8,1350.0,23.4,"Denyer Street, Knightsbridge",7378.0,7241,14619.0,0.11458602770004939
51.516814,-0.151926,BikePoints_210,"Hinde Street, Marylebone",POINT (-0.151926 51.516814),4976,E01004714,Westminster 011B,E02000970,Westminster 011,E09000033,Westminster,Westminster 011B," 12,182 "," 20,739 "," 27,714 "," 35,886 ",44334.0," 54,707 "," 73,272 "," 103,485 "," 176,943 ",87.8,2629.0,10.3,"Hinde Street, Marylebone",15445.0,17066,32511.0,0.2548263456157265
51.494645,-0.158105,BikePoints_211,"Cadogan Place, Knightsbridge",POINT (-0.158105 51.494645),2980,E01002863,Kensington and Chelsea 012E,E02000588,Kensington and Chelsea 012,E09000020,Kensington and Chelsea,Kensington and Chelsea 012E," 11,224 "," 17,492 "," 24,314 "," 32,598 ",41849.0," 53,487 "," 67,823 "," 111,623 "," 232,232 ",89.5,1378.0,9.9,"Cadogan Place, Knightsbridge",7221.0,8336,15557.0,0.12193821964085562
51.506584,-0.199004,BikePoints_212,"Campden Hill Road, Notting Hill",POINT (-0.199004 51.506584),3018,E01002825,Kensington and Chelsea 008B,E02000584,Kensington and Chelsea 008,E09000020,Kensington and Chelsea,Kensington and Chelsea 008B," 9,994 "," 17,966 "," 24,207 "," 30,696 ",39614.0," 50,763 "," 70,795 "," 111,275 "," 195,202 ",89.9,2207.0,9.7,"Campden Hill Road, Notting Hill",5229.0,4391,9620.0,0.07540307726072064
51.50274,-0.149569,BikePoints_213,"Wellington Arch, Hyde Park",POINT (-0.149569 51.50274),4992,E01004736,Westminster 018C,E02000977,Westminster 018,E09000033,Westminster,Westminster 018C," 12,766 "," 20,082 "," 27,244 "," 35,235 ",43666.0," 52,361 "," 65,272 "," 90,535 "," 159,881 ",87.9,2155.0,9.7,"Wellington Arch, Hyde Park",25402.0,25386,50788.0,0.3980843542533763
51.526838,-0.130504,BikePoints_214,"Endsleigh Gardens, Euston",POINT (-0.130504 51.526838),989,E01035711,Camden 026E,E02000191,Camden 026,E09000007,Camden,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,"Endsleigh Gardens, Euston",16036.0,14534,30570.0,0.2396124814823524
51.519069,-0.088285,BikePoints_215,"Moorfields, Moorgate",POINT (-0.088285 51.519069),998,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,City of London 001F," 17,376 "," 27,741 "," 36,607 "," 46,331 ",58299.0," 70,624 "," 84,913 "," 104,146 "," 164,959 ",92.4,1688.0,13.6,"Moorfields, Moorgate",24365.0,30245,54610.0,0.4280417930569599
51.490945,-0.18119,BikePoints_216,"Old Brompton Road, South Kensington",POINT (-0.18119 51.490945),2938,E01002837,Kensington and Chelsea 016E,E02000592,Kensington and Chelsea 016,E09000020,Kensington and Chelsea,Kensington and Chelsea 016E," 7,692 "," 18,876 "," 26,480 "," 33,675 ",44888.0," 61,996 "," 78,677 "," 131,900 "," 251,936 ",86.9,1360.0,13.1,"Old Brompton Road, South Kensington",12654.0,11391,24045.0,0.18846850236320456
51.516154,-0.082422,BikePoints_217,"Wormwood Street, Liverpool Street",POINT (-0.082422 51.516154),998,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,City of London 001F," 17,376 "," 27,741 "," 36,607 "," 46,331 ",58299.0," 70,624 "," 84,913 "," 104,146 "," 164,959 ",92.4,1688.0,13.6,"Wormwood Street, Liverpool Street",40252.0,40312,80564.0,0.6314733385065174
51.489716,-0.170194,BikePoints_218,"St. Luke's Church, Chelsea",POINT (-0.170194 51.489716),2967,E01002914,Kensington and Chelsea 019E,E02000595,Kensington and Chelsea 019,E09000020,Kensington and Chelsea,Kensington and Chelsea 019E," 10,923 "," 17,338 "," 25,463 "," 35,258 ",47720.0," 62,235 "," 83,163 "," 122,395 "," 203,802 ",92.4,1650.0,8.9,"St. Luke's Church, Chelsea",10814.0,10876,21690.0,0.17000964093399487
51.490163,-0.190393,BikePoints_219,"Bramham Gardens, Earl's Court",POINT (-0.190393 51.490163),2990,E01002894,Kensington and Chelsea 017D,E02000593,Kensington and Chelsea 017,E09000020,Kensington and Chelsea,Kensington and Chelsea 017D," 10,649 "," 19,737 "," 27,510 "," 34,867 ",43497.0," 55,026 "," 78,479 "," 112,430 "," 180,559 ",88.7,1771.0,19.9,"Bramham Gardens, Earl's Court",17621.0,14856,32477.0,0.25455984825326655
51.490664,-0.166485,BikePoints_220,"Chelsea Green, Chelsea",POINT (-0.166485 51.490664),2971,E01002861,Kensington and Chelsea 014D,E02000590,Kensington and Chelsea 014,E09000020,Kensington and Chelsea,Kensington and Chelsea 014D," 9,254 "," 17,860 "," 22,047 "," 27,439 ",33312.0," 39,614 "," 52,719 "," 72,129 "," 144,189 ",93.1,1258.0,15.0,"Chelsea Green, Chelsea",7616.0,7671,15287.0,0.11982191705661502
51.494816,-0.130458,BikePoints_221,"Horseferry Road, Westminster",POINT (-0.130458 51.494816),4901,E01004743,Westminster 021B,E02000980,Westminster 021,E09000033,Westminster,Westminster 021B," 10,621 "," 13,363 "," 17,855 "," 21,481 ",24968.0," 28,791 "," 35,398 "," 43,394 "," 63,529 ",94.6,1868.0,20.8,"Horseferry Road, Westminster",12510.0,13529,26039.0,0.20409778885570737
51.502757,-0.155349,BikePoints_222,"Knightsbridge, Hyde Park",POINT (-0.155349 51.502757),4981,E01004691,Westminster 019E,E02000978,Westminster 019,E09000033,Westminster,Westminster 019E," 9,691 "," 13,916 "," 19,936 "," 24,559 ",32292.0," 38,790 "," 50,973 "," 69,226 "," 121,008 ",84.2,1844.0,11.0,"Knightsbridge, Hyde Park",8369.0,3716,12085.0,0.09472413603906538
51.491484,-0.09022,BikePoints_223,"Rodney Road , Walworth",POINT (-0.09022 51.491484),4166,E01003961,Southwark 012B,E02000818,Southwark 012,E09000028,Southwark,Southwark 012B," 9,246 "," 13,885 "," 17,453 "," 21,268 ",23892.0," 26,962 "," 30,725 "," 36,416 "," 45,749 ",97.8,2098.0,37.8,"Rodney Road , Walworth",8004.0,7613,15617.0,0.1224085091040202
51.51031,-0.187402,BikePoints_224,"Queensway, Kensington Gardens",POINT (-0.187402 51.51031),4879,E01004695,Westminster 017C,E02000976,Westminster 017,E09000033,Westminster,Westminster 017C," 5,657 "," 16,489 "," 24,657 "," 29,642 ",37702.0," 44,371 "," 53,756 "," 66,878 "," 94,256 ",85.2,1551.0,12.7,"Queensway, Kensington Gardens",18791.0,17497,36288.0,0.2844310673219366
51.509353,-0.196422,BikePoints_225,"Notting Hill Gate Station, Notting Hill",POINT (-0.196422 51.509353),3001,E01002884,Kensington and Chelsea 006C,E02000582,Kensington and Chelsea 006,E09000020,Kensington and Chelsea,Kensington and Chelsea 006C," 11,134 "," 18,102 "," 23,106 "," 29,875 ",37360.0," 47,058 "," 58,310 "," 78,427 "," 133,402 ",92.5,1359.0,21.6,"Notting Hill Gate Station, Notting Hill",19362.0,16737,36099.0,0.28294965551296825
51.508446,-0.131961,BikePoints_226,"Charles II Street, West End",POINT (-0.131961 51.508446),4992,E01004736,Westminster 018C,E02000977,Westminster 018,E09000033,Westminster,Westminster 018C," 12,766 "," 20,082 "," 27,244 "," 35,235 ",43666.0," 52,361 "," 65,272 "," 90,535 "," 159,881 ",87.9,2155.0,9.7,"Charles II Street, West End",10458.0,11804,22262.0,0.1744930671494972
51.528915,-0.11548,BikePoints_227,"Great Percy Street, Clerkenwell",POINT (-0.11548 51.528915),2856,E01002729,Islington 021E,E02000574,Islington 021,E09000019,Islington,Islington 021E," 12,683 "," 19,019 "," 24,331 "," 29,987 ",35131.0," 41,257 "," 48,815 "," 66,601 "," 93,841 ",95.6,1726.0,31.0,"Great Percy Street, Clerkenwell",9012.0,7854,16866.0,0.13219836809556282
51.507424,-0.134621,BikePoints_228,"St. James's Square, St. James's",POINT (-0.134621 51.507424),4992,E01004736,Westminster 018C,E02000977,Westminster 018,E09000033,Westminster,Westminster 018C," 12,766 "," 20,082 "," 27,244 "," 35,235 ",43666.0," 52,361 "," 65,272 "," 90,535 "," 159,881 ",87.9,2155.0,9.7,"St. James's Square, St. James's",25992.0,38470,64462.0,0.5052633229085836
51.506543,-0.123179,BikePoints_229,"Whitehall Place, Strand",POINT (-0.123179 51.506543),4992,E01004736,Westminster 018C,E02000977,Westminster 018,E09000033,Westminster,Westminster 018C," 12,766 "," 20,082 "," 27,244 "," 35,235 ",43666.0," 52,361 "," 65,272 "," 90,535 "," 159,881 ",87.9,2155.0,9.7,"Whitehall Place, Strand",21318.0,26174,47492.0,0.3722497864102021
51.506692,-0.103137,BikePoints_230,"Poured Lines, Bankside",POINT (-0.103137 51.506692),4216,E01003934,Southwark 002C,E02000808,Southwark 002,E09000028,Southwark,Southwark 002C," 12,170 "," 18,075 "," 23,660 "," 29,707 ",35176.0," 44,681 "," 57,280 "," 79,222 "," 120,732 ",88.7,2229.0,18.6,"Poured Lines, Bankside",7314.0,7874,15188.0,0.11904593944239346
51.493967,-0.178732,BikePoints_231,"Queen's Gate (Central), South Kensington",POINT (-0.178732 51.493967),3027,E01035713,Kensington and Chelsea 016F,E02000592,Kensington and Chelsea 016,E09000020,Kensington and Chelsea,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,"Queen's Gate (Central), South Kensington",10835.0,10899,21734.0,0.17035451987364889
51.51501,-0.112753,BikePoints_232,"Carey Street, Holborn",POINT (-0.112753 51.51501),987,E01000914,Camden 028B,E02000193,Camden 028,E09000007,Camden,Camden 028B," 10,360 "," 16,246 "," 20,529 "," 25,177 ",30128.0," 36,531 "," 46,814 "," 59,897 "," 83,276 ",86.9,2512.0,13.1,"Carey Street, Holborn",7387.0,7804,15191.0,0.1190694539155517
51.50777,-0.130699,BikePoints_233,"Pall Mall East, West End",POINT (-0.130699 51.50777),4992,E01004736,Westminster 018C,E02000977,Westminster 018,E09000033,Westminster,Westminster 018C," 12,766 "," 20,082 "," 27,244 "," 35,235 ",43666.0," 52,361 "," 65,272 "," 90,535 "," 159,881 ",87.9,2155.0,9.7,"Pall Mall East, West End",13596.0,17243,30839.0,0.24172094590887358
51.534504,-0.106992,BikePoints_234,"Liverpool Road (N1 Centre), Angel",POINT (-0.106992 51.534504),2912,E01002794,Islington 020B,E02000573,Islington 020,E09000019,Islington,Islington 020B," 12,957 "," 21,374 "," 27,778 "," 32,639 ",38933.0," 46,791 "," 61,020 "," 78,808 "," 120,688 ",96.4,2140.0,22.2,"Liverpool Road (N1 Centre), Angel",16497.0,16537,33034.0,0.2589257021029777
51.495718,-0.110889,BikePoints_235,"Kennington Road, Vauxhall",POINT (-0.110889 51.495718),4208,E01003933,Southwark 034C,E02006802,Southwark 034,E09000028,Southwark,Southwark 034C," 11,666 "," 18,397 "," 23,971 "," 28,140 ",33051.0," 39,649 "," 48,105 "," 64,146 "," 93,051 ",93.0,1930.0,33.6,"Kennington Road, Vauxhall",10531.0,10210,20741.0,0.16257122925827514
51.51838,-0.073438,BikePoints_236,"Fashion Street, Whitechapel",POINT (-0.073438 51.51838),4520,E01004307,Tower Hamlets 015B,E02000878,Tower Hamlets 015,E09000030,Tower Hamlets,Tower Hamlets 015B," 10,645 "," 15,597 "," 21,021 "," 27,479 ",33891.0," 43,498 "," 53,372 "," 74,024 "," 116,937 ",81.7,1263.0,14.0,"Fashion Street, Whitechapel",7476.0,7435,14911.0,0.116874769754117
51.509786,-0.068161,BikePoints_237,"Dock Street, Wapping",POINT (-0.068161 51.509786),4481,E01035697,Tower Hamlets 026F,E02000889,Tower Hamlets 026,E09000030,Tower Hamlets,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,"Dock Street, Wapping",13979.0,13417,27396.0,0.21473416888094624
51.523353,-0.175116,BikePoints_238,"Frampton Street, Paddington",POINT (-0.175116 51.523353),4945,E01004702,Westminster 009E,E02000968,Westminster 009,E09000033,Westminster,Westminster 009E," 12,365 "," 16,132 "," 19,810 "," 22,785 ",25652.0," 29,334 "," 32,995 "," 38,744 "," 47,636 ",97.9,2878.0,42.1,"Frampton Street, Paddington",9248.0,8451,17699.0,0.13872755347583104
51.524438,-0.138019,BikePoints_239,"Warren Street Station, Euston",POINT (-0.138019 51.524438),989,E01035711,Camden 026E,E02000191,Camden 026,E09000007,Camden,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,"Warren Street Station, Euston",28460.0,28255,56715.0,0.44454111505631716
51.505459,-0.105692,BikePoints_240,"Colombo Street, Southwark",POINT (-0.105692 51.505459),4216,E01003934,Southwark 002C,E02000808,Southwark 002,E09000028,Southwark,Southwark 002C," 12,170 "," 18,075 "," 23,660 "," 29,707 ",35176.0," 44,681 "," 57,280 "," 79,222 "," 120,732 ",88.7,2229.0,18.6,"Colombo Street, Southwark",2463.0,2490,4953.0,0.0388223951842359
51.522008,-0.151359,BikePoints_242,"Beaumont Street, Marylebone",POINT (-0.151359 51.522008),4969,E01004716,Westminster 011C,E02000970,Westminster 011,E09000033,Westminster,Westminster 011C," 8,838 "," 18,221 "," 24,577 "," 33,412 ",43173.0," 58,059 "," 79,171 "," 106,629 "," 174,941 ",84.9,1953.0,7.4,"Beaumont Street, Marylebone",12230.0,12276,24506.0,0.1920818930718524
51.490962,-0.139625,BikePoints_243,"Gloucester Street, Pimlico",POINT (-0.139625 51.490962),4940,E01004749,Westminster 022B,E02000981,Westminster 022,E09000033,Westminster,Westminster 022B," 12,828 "," 18,833 "," 25,160 "," 31,236 ",38332.0," 49,155 "," 64,414 "," 90,752 "," 147,126 ",95.6,3182.0,13.2,"Gloucester Street, Pimlico",13250.0,11121,24371.0,0.19102374177973208
51.516118,-0.128585,BikePoints_244,"Earnshaw Street , Covent Garden",POINT (-0.128585 51.516118),881,E01000919,Camden 028D,E02000193,Camden 028,E09000007,Camden,Camden 028D," 11,280 "," 15,998 "," 20,438 "," 23,838 ",27970.0," 33,381 "," 39,466 "," 52,330 "," 71,771 ",79.9,2261.0,21.7,"Earnshaw Street , Covent Garden",16356.0,16763,33119.0,0.2595919455091275
51.485357,-0.142207,BikePoints_245,"Grosvenor Road, Pimlico",POINT (-0.142207 51.485357),4913,E01004665,Westminster 024A,E02000983,Westminster 024,E09000033,Westminster,Westminster 024A," 10,910 "," 15,988 "," 18,611 "," 21,677 ",25121.0," 29,113 "," 33,238 "," 38,767 "," 46,493 ",99.0,1775.0,36.5,"Grosvenor Road, Pimlico",5748.0,5006,10754.0,0.08429154811453116
51.522853,-0.099994,BikePoints_246,"Berry Street, Clerkenwell",POINT (-0.099994 51.522853),2880,E01033489,Islington 022G,E02000575,Islington 022,E09000019,Islington,Islington 022G," 6,134 "," 16,475 "," 26,179 "," 36,015 ",44706.0," 60,912 "," 81,196 "," 106,869 "," 172,202 ",66.0,1540.0,12.5,"Berry Street, Clerkenwell",14048.0,13881,27929.0,0.21891190694539156
51.530529,-0.167515,BikePoints_247,"St. John's Wood Church, The Regent's Park",POINT (-0.167515 51.530529),4978,E01004725,Westminster 003B,E02000962,Westminster 003,E09000033,Westminster,Westminster 003B," 11,918 "," 16,092 "," 19,526 "," 21,962 ",24753.0," 29,067 "," 36,586 "," 49,616 "," 66,521 ",88.7,1740.0,27.2,"St. John's Wood Church, The Regent's Park",9309.0,7187,16496.0,0.12929824973938125
51.506451,-0.170279,BikePoints_248,"Triangle Car Park, Hyde Park",POINT (-0.170279 51.506451),4993,E01035718,Westminster 019G,E02000978,Westminster 019,E09000033,Westminster,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,"Triangle Car Park, Hyde Park",26451.0,25880,52331.0,0.41017863161442536
51.498597,-0.096191,BikePoints_249,"Harper Road, The Borough",POINT (-0.096191 51.498597),4080,E01003937,Southwark 009B,E02000815,Southwark 009,E09000028,Southwark,Southwark 009B," 11,399 "," 17,519 "," 22,653 "," 27,078 ",33803.0," 39,781 "," 48,933 "," 58,910 "," 73,968 ",94.9,1489.0,24.3,"Harper Road, The Borough",7310.0,7177,14487.0,0.1135513908810873
51.489932,-0.162727,BikePoints_250,"Royal Avenue 1, Chelsea",POINT (-0.162727 51.489932),2993,E01002903,Kensington and Chelsea 018E,E02000594,Kensington and Chelsea 018,E09000020,Kensington and Chelsea,Kensington and Chelsea 018E," 10,569 "," 21,734 "," 32,042 "," 43,575 ",61127.0," 80,798 "," 121,539 "," 186,797 "," 371,165 ",93.6,1641.0,7.6,"Royal Avenue 1, Chelsea",5332.0,5488,10820.0,0.08480886652401219
51.518908,-0.079249,BikePoints_251,"Brushfield Street, Liverpool Street",POINT (-0.079249 51.518908),4520,E01004307,Tower Hamlets 015B,E02000878,Tower Hamlets 015,E09000030,Tower Hamlets,Tower Hamlets 015B," 10,645 "," 15,597 "," 21,021 "," 27,479 ",33891.0," 43,498 "," 53,372 "," 74,024 "," 116,937 ",81.7,1263.0,14.0,"Brushfield Street, Liverpool Street",33599.0,43424,77023.0,0.6037184220220879
51.534042,-0.086379,BikePoints_253,"Shoreditch Park, Hoxton",POINT (-0.086379 51.534042),1845,E01001781,Hackney 026B,E02000370,Hackney 026,E09000012,Hackney,Hackney 026B," 11,043 "," 14,698 "," 17,963 "," 21,300 ",24389.0," 27,701 "," 32,739 "," 37,637 "," 48,546 ",98.2,1707.0,44.7,"Shoreditch Park, Hoxton",13914.0,12739,26653.0,0.20891041769542487
51.530515,-0.106408,BikePoints_254,"Chadwell Street, Angel",POINT (-0.106408 51.530515),2854,E01002727,Islington 021C,E02000574,Islington 021,E09000019,Islington,Islington 021C," 14,089 "," 20,055 "," 24,232 "," 29,756 ",36438.0," 45,185 "," 56,352 "," 76,936 "," 120,705 ",96.0,1696.0,26.1,"Chadwell Street, Angel",11618.0,10220,21838.0,0.1711696882764675
51.525575,-0.179592,BikePoints_255,"Clifton Road, Maida Vale",POINT (-0.179592 51.525575),4885,E01004705,Westminster 007D,E02000966,Westminster 007,E09000033,Westminster,Westminster 007D," 12,722 "," 20,825 "," 28,591 "," 35,917 ",49755.0," 64,761 "," 85,589 "," 112,294 "," 177,567 ",94.2,1853.0,5.3,"Clifton Road, Maida Vale",11653.0,10291,21944.0,0.17200053299472493
51.51362,-0.116764,BikePoints_256,"Houghton Street, Strand",POINT (-0.116764 51.51362),4986,E01004735,Westminster 018B,E02000977,Westminster 018,E09000033,Westminster,Westminster 018B," 10,397 "," 17,212 "," 21,984 "," 25,963 ",30450.0," 36,926 "," 46,328 "," 59,842 "," 100,457 ",84.5,1426.0,35.3,"Houghton Street, Strand",7744.0,8460,16204.0,0.12700950768531363
51.522481,-0.154907,BikePoints_257,"Westminster University, Marylebone",POINT (-0.154907 51.522481),4947,E01004712,Westminster 008C,E02000967,Westminster 008,E09000033,Westminster,Westminster 008C," 12,650 "," 20,824 "," 25,052 "," 30,824 ",38163.0," 47,855 "," 67,406 "," 99,181 "," 152,938 ",89.2,2377.0,11.1,"Westminster University, Marylebone",7466.0,7516,14982.0,0.11743127895219507
51.501432,-0.178656,BikePoints_258,"Kensington Gore, Knightsbridge",POINT (-0.178656 51.501432),4993,E01035718,Westminster 019G,E02000978,Westminster 019,E09000033,Westminster,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,"Kensington Gore, Knightsbridge",7834.0,7497,15331.0,0.12016679599626903
51.490959,-0.153233,BikePoints_259,"Bourne Street, Belgravia",POINT (-0.153233 51.490959),4965,E01035721,Westminster 023H,E02000982,Westminster 023,E09000033,Westminster,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,"Bourne Street, Belgravia",9282.0,9360,18642.0,0.14611893620523433
51.513684,-0.13558,BikePoints_260,"Broadwick Street, Soho",POINT (-0.13558 51.513684),4990,E01035716,Westminster 013G,E02000972,Westminster 013,E09000033,Westminster,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,"Broadwick Street, Soho",15843.0,16802,32645.0,0.2558766587501274
51.513489,-0.191351,BikePoints_261,"Princes Square, Bayswater",POINT (-0.191351 51.513489),4882,E01004699,Westminster 017F,E02000976,Westminster 017,E09000033,Westminster,Westminster 017F," 12,326 "," 20,272 "," 27,010 "," 34,569 ",42025.0," 52,753 "," 67,135 "," 88,020 "," 133,302 ",90.3,2572.0,14.7,"Princes Square, Bayswater",6447.0,5186,11633.0,0.09118128874989223
51.498744,-0.103132,BikePoints_262,"LSBU (Borough Road), Elephant & Castle",POINT (-0.103132 51.498744),4128,E01003930,Southwark 034A,E02006802,Southwark 034,E09000028,Southwark,Southwark 034A," 10,289 "," 14,672 "," 18,244 "," 22,734 ",27650.0," 33,039 "," 40,190 "," 51,150 "," 68,491 ",96.2,1940.0,28.9,"LSBU (Borough Road), Elephant & Castle",6524.0,6662,13186.0,0.10335394768813538
51.514225,-0.08066,BikePoints_263,"St. Mary Axe, Aldgate",POINT (-0.08066 51.514225),998,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,City of London 001F," 17,376 "," 27,741 "," 36,607 "," 46,331 ",58299.0," 70,624 "," 84,913 "," 104,146 "," 164,959 ",92.4,1688.0,13.6,"St. Mary Axe, Aldgate",11440.0,11659,23099.0,0.18105360516064303
51.526443,-0.109256,BikePoints_264,"Tysoe Street, Clerkenwell",POINT (-0.109256 51.526443),2905,E01002726,Islington 022F,E02000575,Islington 022,E09000019,Islington,Islington 022F," 12,649 "," 17,293 "," 21,778 "," 27,259 ",31876.0," 38,363 "," 46,027 "," 61,449 "," 84,458 ",94.8,1742.0,24.5,"Tysoe Street, Clerkenwell",13136.0,12895,26031.0,0.2040350835939521
51.515953,-0.169249,BikePoints_265,"Southwick Street, Paddington",POINT (-0.169249 51.515953),4909,E01004684,Westminster 015C,E02000974,Westminster 015,E09000033,Westminster,Westminster 015C," 7,384 "," 13,072 "," 18,159 "," 22,441 ",30647.0," 36,138 "," 43,645 "," 54,436 "," 74,793 ",87.5,1962.0,21.3,"Southwick Street, Paddington",11411.0,9231,20642.0,0.1617952516440536
51.501026,-0.180246,BikePoints_266,"Queen's Gate (North), Kensington",POINT (-0.180246 51.501026),2961,E01002891,Kensington and Chelsea 010D,E02000586,Kensington and Chelsea 010,E09000020,Kensington and Chelsea,Kensington and Chelsea 010D," 9,127 "," 16,627 "," 22,886 "," 32,015 ",41222.0," 55,089 "," 74,961 "," 102,011 "," 220,750 ",82.2,1462.0,9.5,"Queen's Gate (North), Kensington",11710.0,12669,24379.0,0.19108644704148736
51.49206,-0.132224,BikePoints_267,"Regency Street, Westminster",POINT (-0.132224 51.49206),4939,E01004747,Westminster 021E,E02000980,Westminster 021,E09000033,Westminster,Westminster 021E," 13,908 "," 19,533 "," 24,586 "," 29,907 ",34646.0," 41,869 "," 51,722 "," 67,395 "," 102,147 ",95.6,2625.0,22.2,"Regency Street, Westminster",12093.0,11013,23106.0,0.1811084722646789
51.493204,-0.144132,BikePoints_268,"Belgrave Road, Victoria",POINT (-0.144132 51.493204),4970,E01004750,Westminster 023E,E02000982,Westminster 023,E09000033,Westminster,Westminster 023E," 12,548 "," 17,256 "," 21,436 "," 25,112 ",30403.0," 37,025 "," 48,776 "," 66,320 "," 108,176 ",94.2,1779.0,18.9,"Belgrave Road, Victoria",11457.0,11951,23408.0,0.18347559589594062
51.500823,-0.08974,BikePoints_269,"Empire Square, The Borough",POINT (-0.08974 51.500823),4081,E01003938,Southwark 006A,E02000812,Southwark 006,E09000028,Southwark,Southwark 006A," 9,017 "," 14,436 "," 18,396 "," 21,991 ",25368.0," 30,935 "," 36,289 "," 42,885 "," 59,543 ",96.8,1505.0,31.2,"Empire Square, The Borough",14399.0,14141,28540.0,0.22370102131195083
