lat,lon,id,name,geometry,index_right,lsoa21cd,lsoa21nm,msoa21cd,msoa21nm,lad22cd,lad22nm,LSOA name,10th percentile (£),20th percentile (£),30th percentile (£),40th percentile (£),50th percentile (£),60th percentile (£),70th percentile (£),80th percentile (£),90th percentile (£),Percentage of occupied addresses with income information (%),Population,IMD Score,Station Name,Start Count,End Count,Total Demand,Normalized Demand
51.529163,-0.10997,BikePoints_1,"River Street , Clerkenwell",POINT (-0.10997 51.529163),2856,E01002729,Islington 021E,E02000574,Islington 021,E09000019,Islington,Islington 021E," 12,683 "," 19,019 "," 24,331 "," 29,987 ",35131.0," 41,257 "," 48,815 "," 66,601 "," 93,841 ",95.6,1726.0,31.0,"River Street , Clerkenwell",7398.0,5098,12496.0,0.09794561886174273
51.499606,-0.197574,BikePoints_2,"Phillimore Gardens, Kensington",POINT (-0.197574 51.499606),2951,E01002865,Kensington and Chelsea 011E,E02000587,Kensington and Chelsea 011,E09000020,Kensington and Chelsea,Kensington and Chelsea 011E," 11,151 "," 16,179 "," 20,961 "," 29,255 ",39285.0," 55,511 "," 74,927 "," 115,207 "," 228,898 ",84.8,1689.0,7.3,"Phillimore Gardens, Kensington",13723.0,14254,27977.0,0.21928813851592321
51.521283,-0.084605,BikePoints_3,"Christopher Street, Liverpool Street",POINT (-0.084605 51.521283),1920,E01033708,Hackney 033C,E02007111,Hackney 033,E09000012,Hackney,Hackney 027G," 10,991 "," 18,616 "," 25,244 "," 31,017 ",38556.0," 50,239 "," 61,983 "," 75,538 "," 107,727 ",88.3,2424.0,20.1,"Christopher Street, Liverpool Street",7528.0,8788,16316.0,0.12788738134988753
51.530059,-0.120973,BikePoints_4,"St. Chad's Street, King's Cross",POINT (-0.120973 51.530059),926,E01000938,Camden 029A,E02007115,Camden 029,E09000007,Camden,Camden 024B," 8,716 "," 15,026 "," 18,504 "," 22,480 ",26044.0," 30,077 "," 36,161 "," 43,136 "," 57,500 ",91.8,2174.0,33.7,"St. Chad's Street, King's Cross",6506.0,6801,13307.0,0.10430236477218395
51.49313,-0.156876,BikePoints_5,"Sedding Street, Sloane Square",POINT (-0.156876 51.49313),3003,E01002859,Kensington and Chelsea 012C,E02000588,Kensington and Chelsea 012,E09000020,Kensington and Chelsea,Kensington and Chelsea 012C," 8,237 "," 18,553 "," 26,556 "," 32,379 ",43311.0," 56,566 "," 82,157 "," 136,040 "," 248,036 ",88.2,1627.0,10.2,"Sedding Street, Sloane Square",17096.0,18898,35994.0,0.2821266489524302
51.518117,-0.144228,BikePoints_6,"Broadcasting House, Marylebone",POINT (-0.144228 51.518117),4977,E01004765,Westminster 013D,E02000972,Westminster 013,E09000033,Westminster,Westminster 013D," 11,991 "," 18,381 "," 22,872 "," 27,449 ",33872.0," 40,425 "," 49,544 "," 68,630 "," 112,722 ",91.9,2687.0,18.7,"Broadcasting House, Marylebone",12206.0,13019,25225.0,0.1977175284721079
51.5343,-0.168074,BikePoints_7,"Charlbert Street, St. John's Wood",POINT (-0.168074 51.5343),4982,E01004730,Westminster 001D,E02000960,Westminster 001,E09000033,Westminster,Westminster 001D," 11,007 "," 18,436 "," 24,272 "," 32,464 ",41362.0," 49,940 "," 62,241 "," 83,865 "," 126,135 ",92.1,2262.0,6.6,"Charlbert Street, St. John's Wood",7103.0,6308,13411.0,0.10511753317500255
51.529857,-0.183486,BikePoints_8,"Maida Vale, Maida Vale",POINT (-0.183486 51.529857),4934,E01004709,Westminster 007E,E02000966,Westminster 007,E09000033,Westminster,Westminster 007E," 12,645 "," 19,303 "," 23,633 "," 28,219 ",33060.0," 38,254 "," 49,120 "," 68,235 "," 114,035 ",95.9,1877.0,20.1,"Maida Vale, Maida Vale",16002.0,14609,30611.0,0.23993384594884817
51.507385,-0.09644,BikePoints_9,"New Globe Walk, Bankside",POINT (-0.09644 51.507385),4192,E01003935,Southwark 002D,E02000808,Southwark 002,E09000028,Southwark,Southwark 002D," 8,785 "," 15,749 "," 20,193 "," 24,901 ",28906.0," 33,626 "," 38,574 "," 48,147 "," 69,997 ",96.6,1340.0,21.0,"New Globe Walk, Bankside",7991.0,8074,16065.0,0.1259200037623157
51.505974,-0.092754,BikePoints_10,"Park Street, Bankside",POINT (-0.092754 51.505974),4192,E01003935,Southwark 002D,E02000808,Southwark 002,E09000028,Southwark,Southwark 002D," 8,785 "," 15,749 "," 20,193 "," 24,901 ",28906.0," 33,626 "," 38,574 "," 48,147 "," 69,997 ",96.6,1340.0,21.0,"Park Street, Bankside",7314.0,7601,14915.0,0.11690612238499463
51.523951,-0.122502,BikePoints_11,"Brunswick Square, Bloomsbury",POINT (-0.122502 51.523951),867,E01000853,Camden 029H,E02007115,Camden 029,E09000007,Camden,Camden 025A," 12,346 "," 17,407 "," 20,913 "," 23,601 ",27131.0," 30,896 "," 35,569 "," 41,909 "," 52,378 ",93.9,1786.0,30.8,"Brunswick Square, Bloomsbury",13637.0,13930,27567.0,0.21607449385096528
51.52168,-0.130431,BikePoints_12,"Malet Street, Bloomsbury",POINT (-0.130431 51.52168),974,E01000850,Camden 026A,E02000191,Camden 026,E09000007,Camden,Camden 026A," 9,703 "," 19,509 "," 25,435 "," 31,551 ",37691.0," 44,010 "," 51,063 "," 61,784 "," 80,318 ",82.6,1115.0,14.3,"Malet Street, Bloomsbury",21035.0,21678,42713.0,0.3347912306691435
51.519914,-0.136039,BikePoints_13,"Scala Street, Fitzrovia",POINT (-0.136039 51.519914),959,E01000851,Camden 026B,E02000191,Camden 026,E09000007,Camden,Camden 026B," 4,241 "," 12,546 "," 18,547 "," 25,374 ",32721.0," 40,327 "," 49,819 "," 67,721 "," 103,308 ",74.1,2659.0,15.0,"Scala Street, Fitzrovia",9489.0,9572,19061.0,0.14940312428966696
51.529416,-0.123944,BikePoints_14,"Argyle Street, Kings Cross",POINT (-0.123944 51.529416),889,E01000939,Camden 029B,E02007115,Camden 029,E09000007,Camden,Camden 024C," 8,353 "," 13,044 "," 17,457 "," 19,248 ",23228.0," 26,303 "," 30,538 "," 36,998 "," 46,376 ",83.0,1629.0,39.1,"Argyle Street, Kings Cross",38294.0,37563,75857.0,0.5945791301212563
51.517727,-0.127854,BikePoints_15,"Great Russell Street, Bloomsbury",POINT (-0.127854 51.517727),986,E01000855,Camden 028A,E02000193,Camden 028,E09000007,Camden,Camden 028A," 11,866 "," 19,656 "," 24,522 "," 31,149 ",36878.0," 45,231 "," 55,874 "," 66,287 "," 87,528 ",87.2,1757.0,14.7,"Great Russell Street, Bloomsbury",12279.0,12564,24843.0,0.19472335222329343
51.526357,-0.125979,BikePoints_16,"Cartwright Gardens , Bloomsbury",POINT (-0.125979 51.526357),892,E01000943,Camden 029F,E02007115,Camden 029,E09000007,Camden,Camden 025E," 2,563 "," 10,035 "," 15,827 "," 21,802 ",26864.0," 33,065 "," 39,656 "," 48,441 "," 64,753 ",57.2,1246.0,19.8,"Cartwright Gardens , Bloomsbury",11370.0,10410,21780.0,0.17071507512874173
51.521661,-0.109006,BikePoints_17,"Hatton Wall, Holborn",POINT (-0.109006 51.521661),940,E01000916,Camden 027B,E02000192,Camden 027,E09000007,Camden,Camden 027B," 11,310 "," 15,999 "," 19,968 "," 23,914 ",29321.0," 34,390 "," 42,292 "," 56,587 "," 89,965 ",90.3,2638.0,19.5,"Hatton Wall, Holborn",16439.0,15804,32243.0,0.2527257193469247
51.51477,-0.122219,BikePoints_18,"Drury Lane, Covent Garden",POINT (-0.122219 51.51477),953,E01000918,Camden 028C,E02000193,Camden 028,E09000007,Camden,Camden 028C," 10,172 "," 15,905 "," 20,492 "," 24,604 ",28610.0," 34,147 "," 39,472 "," 50,133 "," 70,329 ",89.3,2520.0,20.7,"Drury Lane, Covent Garden",19604.0,21017,40621.0,0.31839380472013856
51.52505,-0.131161,BikePoints_19,"Taviton Street, Bloomsbury",POINT (-0.131161 51.52505),989,E01035711,Camden 026E,E02000191,Camden 026,E09000007,Camden,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,"Taviton Street, Bloomsbury",14216.0,12669,26885.0,0.2107288702863279
51.527326,-0.136052,BikePoints_20,"Drummond Street , Euston",POINT (-0.136052 51.527326),983,E01035710,Camden 023F,E02000188,Camden 023,E09000007,Camden,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,"Drummond Street , Euston",7939.0,6320,14259.0,0.11176429092106191
51.539834,-0.062806,BikePoints_21,"Lansdowne Drive, Hackney Central",POINT (-0.062806 51.539834),1853,E01001815,Hackney 024D,E02000368,Hackney 024,E09000012,Hackney,Hackney 024D," 12,175 "," 18,513 "," 21,697 "," 24,054 ",28045.0," 31,799 "," 36,751 "," 42,525 "," 52,642 ",98.7,1939.0,36.8,"Lansdowne Drive, Hackney Central",9475.0,9108,18583.0,0.14565648489978916
51.522264,-0.114079,BikePoints_22,"Northington Street , Holborn",POINT (-0.114079 51.522264),923,E01000920,Camden 027D,E02000192,Camden 027,E09000007,Camden,Camden 027D," 11,145 "," 17,957 "," 23,409 "," 27,803 ",31766.0," 37,375 "," 44,772 "," 54,905 "," 76,289 ",92.4,2389.0,15.0,"Northington Street , Holborn",13350.0,13301,26651.0,0.20889474137998604
51.519435,-0.119123,BikePoints_23,"Red Lion Square, Holborn",POINT (-0.119123 51.519435),987,E01000914,Camden 028B,E02000193,Camden 028,E09000007,Camden,Camden 028B," 10,360 "," 16,246 "," 20,529 "," 25,177 ",30128.0," 36,531 "," 46,814 "," 59,897 "," 83,276 ",86.9,2512.0,13.1,"Red Lion Square, Holborn",6886.0,6613,13499.0,0.1058072910543106
51.51908,-0.124678,BikePoints_24,"British Museum, Bloomsbury",POINT (-0.124678 51.51908),986,E01000855,Camden 028A,E02000193,Camden 028,E09000007,Camden,Camden 028A," 11,866 "," 19,656 "," 24,522 "," 31,149 ",36878.0," 45,231 "," 55,874 "," 66,287 "," 87,528 ",87.2,1757.0,14.7,"British Museum, Bloomsbury",15090.0,15041,30131.0,0.23617153024353155
51.528833,-0.13225,BikePoints_25,"Doric Way , Somers Town",POINT (-0.13225 51.528833),945,E01000956,Camden 022E,E02000187,Camden 022,E09000007,Camden,Camden 022E," 8,377 "," 11,547 "," 15,216 "," 19,551 ",22833.0," 26,308 "," 30,735 "," 34,786 "," 43,797 ",91.4,2143.0,33.6,"Doric Way , Somers Town",14542.0,12389,26931.0,0.21108942554142074
51.52728,-0.118295,BikePoints_26,"Ampton Street , Clerkenwell",POINT (-0.118295 51.52728),930,E01035712,Camden 029E,E02007115,Camden 029,E09000007,Camden,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,"Ampton Street , Clerkenwell",8589.0,7889,16478.0,0.1291571629004319
51.523518,-0.143613,BikePoints_28,"Bolsover Street, Fitzrovia",POINT (-0.143613 51.523518),4935,E01004715,Westminster 013A,E02000972,Westminster 013,E09000033,Westminster,Westminster 013A," 10,984 "," 16,680 "," 20,844 "," 24,383 ",29659.0," 34,299 "," 40,971 "," 51,582 "," 78,176 ",86.5,1740.0,15.8,"Bolsover Street, Fitzrovia",11990.0,11849,23839.0,0.18685384187300616
51.513735,-0.193487,BikePoints_29,"Hereford Road, Bayswater",POINT (-0.193487 51.513735),4924,E01004654,Westminster 014B,E02000973,Westminster 014,E09000033,Westminster,Westminster 014B," 12,000 "," 20,629 "," 26,402 "," 34,352 ",40441.0," 51,692 "," 64,102 "," 94,954 "," 156,459 ",94.8,2902.0,12.8,"Hereford Road, Bayswater",10826.0,9510,20336.0,0.15939677538191424
51.529154,-0.093421,BikePoints_30,"Windsor Terrace, Hoxton",POINT (-0.093421 51.529154),1832,E01035649,Hackney 026H,E02000370,Hackney 026,E09000012,Hackney,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,"Windsor Terrace, Hoxton",12477.0,10583,23060.0,0.18074791700958606
51.529537,-0.083353,BikePoints_31,"Fanshaw Street, Hoxton",POINT (-0.083353 51.529537),1844,E01001780,Hackney 032D,E02007110,Hackney 032,E09000012,Hackney,Hackney 027D," 10,487 "," 14,431 "," 18,158 "," 21,326 ",24634.0," 29,576 "," 35,309 "," 43,838 "," 58,852 ",96.8,1900.0,37.7,"Fanshaw Street, Hoxton",15408.0,13151,28559.0,0.22384994630861962
51.515231,-0.07015,BikePoints_33,"Central House, Aldgate",POINT (-0.07015 51.515231),4443,E01035687,Tower Hamlets 021H,E02000884,Tower Hamlets 021,E09000030,Tower Hamlets,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,"Central House, Aldgate",14147.0,14169,28316.0,0.2219452739828031
51.534123,-0.129386,BikePoints_34,"Pancras Road, King's Cross",POINT (-0.129386 51.534123),955,E01035709,Camden 022G,E02000187,Camden 022,E09000007,Camden,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,"Pancras Road, King's Cross",6368.0,6488,12856.0,0.10076735564073021
51.501737,-0.18498,BikePoints_36,"De Vere Gardens, Kensington",POINT (-0.18498 51.501737),2961,E01002891,Kensington and Chelsea 010D,E02000586,Kensington and Chelsea 010,E09000020,Kensington and Chelsea,Kensington and Chelsea 010D," 9,127 "," 16,627 "," 22,886 "," 32,015 ",41222.0," 55,089 "," 74,961 "," 102,011 "," 220,750 ",82.2,1462.0,9.5,"De Vere Gardens, Kensington",11946.0,10358,22304.0,0.17482226977371237
51.491593,-0.192369,BikePoints_37,"Penywern Road, Earl's Court",POINT (-0.192369 51.491593),2945,E01002849,Kensington and Chelsea 017B,E02000593,Kensington and Chelsea 017,E09000020,Kensington and Chelsea,Kensington and Chelsea 017B," 10,119 "," 18,427 "," 24,464 "," 30,470 ",37564.0," 48,702 "," 64,098 "," 87,888 "," 146,378 ",87.0,1602.0,17.2,"Penywern Road, Earl's Court",13096.0,12338,25434.0,0.19935570343546452
51.497387,-0.197245,BikePoints_38,"Abingdon Villas, Kensington",POINT (-0.197245 51.497387),2995,E01002813,Kensington and Chelsea 011A,E02000587,Kensington and Chelsea 011,E09000020,Kensington and Chelsea,Kensington and Chelsea 011A," 11,464 "," 18,582 "," 26,806 "," 35,975 ",46117.0," 59,153 "," 80,579 "," 119,936 "," 223,188 ",93.4,1632.0,10.1,"Abingdon Villas, Kensington",6896.0,6804,13700.0,0.10738276075591192
51.526377,-0.07813,BikePoints_39,"Shoreditch High Street, Shoreditch",POINT (-0.07813 51.526377),1917,E01033706,Hackney 033B,E02007111,Hackney 033,E09000012,Hackney,Hackney 027F," 11,268 "," 16,104 "," 20,945 "," 26,336 ",32971.0," 42,002 "," 53,215 "," 68,864 "," 100,267 ",90.6,1800.0,32.5,"Shoreditch High Street, Shoreditch",19777.0,19921,39698.0,0.3111591851451235
51.52127,-0.075578,BikePoints_40,"Commercial Street, Shoreditch",POINT (-0.075578 51.52127),4520,E01004307,Tower Hamlets 015B,E02000878,Tower Hamlets 015,E09000030,Tower Hamlets,Tower Hamlets 015B," 10,645 "," 15,597 "," 21,021 "," 27,479 ",33891.0," 43,498 "," 53,372 "," 74,024 "," 116,937 ",81.7,1263.0,14.0,"Commercial Street, Shoreditch",7636.0,7762,15398.0,0.12069195256346948
51.520955,-0.083493,BikePoints_41,"Pindar Street, Liverpool Street",POINT (-0.083493 51.520955),1920,E01033708,Hackney 033C,E02007111,Hackney 033,E09000012,Hackney,Hackney 027G," 10,991 "," 18,616 "," 25,244 "," 31,017 ",38556.0," 50,239 "," 61,983 "," 75,538 "," 107,727 ",88.3,2424.0,20.1,"Pindar Street, Liverpool Street",4712.0,6078,10790.0,0.0845737217924299
51.530991,-0.093903,BikePoints_42,"Wenlock Road , Hoxton",POINT (-0.093903 51.530991),1832,E01035649,Hackney 026H,E02000370,Hackney 026,E09000012,Hackney,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,"Wenlock Road , Hoxton",15939.0,12605,28544.0,0.22373237394282847
51.52026,-0.157183,BikePoints_43,"Crawford Street, Marylebone",POINT (-0.157183 51.52026),4947,E01004712,Westminster 008C,E02000967,Westminster 008,E09000033,Westminster,Westminster 008C," 12,650 "," 20,824 "," 25,052 "," 30,824 ",38163.0," 47,855 "," 67,406 "," 99,181 "," 152,938 ",89.2,2377.0,11.1,"Crawford Street, Marylebone",14408.0,14525,28933.0,0.22678141729567883
51.510736,-0.144165,BikePoints_44,"Bruton Street, Mayfair",POINT (-0.144165 51.510736),4990,E01035716,Westminster 013G,E02000972,Westminster 013,E09000033,Westminster,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,"Bruton Street, Mayfair",6859.0,6921,13780.0,0.1080098133734647
51.522511,-0.162298,BikePoints_45,"Boston Place, Marylebone",POINT (-0.162298 51.522511),4915,E01004659,Westminster 008A,E02000967,Westminster 008,E09000033,Westminster,Westminster 008A," 11,763 "," 19,213 "," 25,891 "," 31,320 ",38503.0," 47,802 "," 60,565 "," 79,432 "," 118,215 ",88.5,2338.0,7.6,"Boston Place, Marylebone",19835.0,15031,34866.0,0.27328520704493614
51.507131,-0.06691,BikePoints_46,"Nesham Street, Wapping",POINT (-0.06691 51.507131),4532,E01004293,Tower Hamlets 027B,E02000890,Tower Hamlets 027,E09000030,Tower Hamlets,Tower Hamlets 027B," 15,371 "," 22,836 "," 29,524 "," 37,732 ",46396.0," 57,581 "," 71,109 "," 88,636 "," 126,173 ",95.0,2403.0,8.8,"Nesham Street, Wapping",19345.0,19117,38462.0,0.3014712222039332
51.523344,-0.183846,BikePoints_47,"Warwick Avenue Station, Maida Vale",POINT (-0.183846 51.523344),4952,E01004703,Westminster 007B,E02000966,Westminster 007,E09000033,Westminster,Westminster 007B," 11,049 "," 18,780 "," 27,336 "," 36,000 ",46300.0," 60,997 "," 78,821 "," 116,601 "," 195,159 ",93.6,2890.0,10.5,"Warwick Avenue Station, Maida Vale",12760.0,11888,24648.0,0.19319491146800855
51.512484,-0.099141,BikePoints_48,"Godliman Street, St. Paul's",POINT (-0.099141 51.512484),998,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,City of London 001F," 17,376 "," 27,741 "," 36,607 "," 46,331 ",58299.0," 70,624 "," 84,913 "," 104,146 "," 164,959 ",92.4,1688.0,13.6,"Godliman Street, St. Paul's",12772.0,13695,26467.0,0.20745252035961467
51.507069,-0.145904,BikePoints_49,"Curzon Street, Mayfair",POINT (-0.145904 51.507069),4988,E01004761,Westminster 018D,E02000977,Westminster 018,E09000033,Westminster,Westminster 018D," 9,466 "," 16,006 "," 22,857 "," 29,687 ",38876.0," 47,354 "," 58,329 "," 82,309 "," 173,644 ",88.3,2356.0,8.5,"Curzon Street, Mayfair",8125.0,10025,18150.0,0.1422625626072848
51.528673,-0.087459,BikePoints_50,"East Road, Hoxton",POINT (-0.087459 51.528673),1865,E01033711,Hackney 032C,E02007110,Hackney 032,E09000012,Hackney,Hackney 027I," 4,527 "," 10,388 "," 17,123 "," 24,177 ",31728.0," 40,444 "," 53,372 "," 72,179 "," 97,908 ",55.8,1151.0,22.2,"East Road, Hoxton",10403.0,8455,18858.0,0.1478119782726268
51.526717,-0.104298,BikePoints_51,"Finsbury Library , Finsbury",POINT (-0.104298 51.526717),2828,E01002725,Islington 022E,E02000575,Islington 022,E09000019,Islington,Islington 022E," 9,241 "," 12,846 "," 18,043 "," 22,132 ",25991.0," 29,389 "," 35,087 "," 43,258 "," 58,315 ",96.7,1840.0,29.1,"Finsbury Library , Finsbury",7568.0,7037,14605.0,0.11447629349197765
51.522954,-0.094934,BikePoints_52,"Roscoe Street, St. Luke's",POINT (-0.094934 51.522954),2898,E01002706,Islington 023E,E02000576,Islington 023,E09000019,Islington,Islington 023E," 11,107 "," 14,986 "," 19,581 "," 23,262 ",27604.0," 32,489 "," 39,177 "," 51,041 "," 73,763 ",90.6,2605.0,24.9,"Roscoe Street, St. Luke's",8683.0,8439,17122.0,0.13420493647173168
51.509992,-0.143495,BikePoints_53,"Grafton Street, Mayfair",POINT (-0.143495 51.509992),4990,E01035716,Westminster 013G,E02000972,Westminster 013,E09000033,Westminster,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,"Grafton Street, Mayfair",5556.0,7121,12677.0,0.09936432540895587
51.521747,-0.094475,BikePoints_54,"Golden Lane, Barbican",POINT (-0.094475 51.521747),993,E01000003,City of London 001C,E02000001,City of London 001,E09000001,City of London,City of London 001C," 14,518 "," 21,026 "," 26,928 "," 32,283 ",37136.0," 44,392 "," 54,037 "," 67,456 "," 94,659 ",96.2,1900.0,19.4,"Golden Lane, Barbican",10615.0,10370,20985.0,0.16448373974181107
51.517075,-0.086685,BikePoints_55,"Finsbury Circus, Liverpool Street",POINT (-0.086685 51.517075),998,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,City of London 001F," 17,376 "," 27,741 "," 36,607 "," 46,331 ",58299.0," 70,624 "," 84,913 "," 104,146 "," 164,959 ",92.4,1688.0,13.6,"Finsbury Circus, Liverpool Street",21511.0,26087,47598.0,0.37308063112845957
51.520583,-0.154701,BikePoints_56,"Paddington Street, Marylebone",POINT (-0.154701 51.520583),4947,E01004712,Westminster 008C,E02000967,Westminster 008,E09000033,Westminster,Westminster 008C," 12,650 "," 20,824 "," 25,052 "," 30,824 ",38163.0," 47,855 "," 67,406 "," 99,181 "," 152,938 ",89.2,2377.0,11.1,"Paddington Street, Marylebone",13214.0,13418,26632.0,0.20874581638331727
51.523346,-0.120202,BikePoints_57,"Guilford Street , Bloomsbury",POINT (-0.120202 51.523346),922,E01000915,Camden 027A,E02000192,Camden 027,E09000007,Camden,Camden 027A," 8,789 "," 13,136 "," 16,548 "," 20,840 ",23673.0," 27,459 "," 30,579 "," 38,404 "," 51,767 ",94.3,1766.0,23.1,"Guilford Street , Bloomsbury",15586.0,15605,31191.0,0.24447997742610578
51.524526,-0.079248,BikePoints_58,"New Inn Yard, Shoreditch",POINT (-0.079248 51.524526),1920,E01033708,Hackney 033C,E02007111,Hackney 033,E09000012,Hackney,Hackney 027G," 10,991 "," 18,616 "," 25,244 "," 31,017 ",38556.0," 50,239 "," 61,983 "," 75,538 "," 107,727 ",88.3,2424.0,20.1,"New Inn Yard, Shoreditch",13447.0,13529,26976.0,0.21144214263879418
51.526448,-0.17219,BikePoints_60,"Lisson Grove, St. John's Wood",POINT (-0.17219 51.526448),4890,E01004728,Westminster 003D,E02000962,Westminster 003,E09000033,Westminster,Westminster 003D," 13,150 "," 17,811 "," 22,821 "," 26,375 ",31856.0," 38,501 "," 49,622 "," 67,531 "," 101,877 ",91.9,2025.0,14.9,"Lisson Grove, St. John's Wood",5661.0,4817,10478.0,0.08212821658397411
51.497382,-0.089446,BikePoints_61,"Great Dover Street, The Borough",POINT (-0.089446 51.497382),4079,E01003936,Southwark 009A,E02000815,Southwark 009,E09000028,Southwark,Southwark 009A," 9,802 "," 19,217 "," 27,659 "," 35,021 ",42897.0," 53,615 "," 65,705 "," 78,421 "," 106,477 ",93.2,1471.0,14.2,"Great Dover Street, The Borough",14612.0,13510,28122.0,0.2204246713852376
51.490757,-0.106323,BikePoints_62,"Cotton Garden Estate, Kennington",POINT (-0.106323 51.490757),3196,E01003108,Lambeth 002B,E02000619,Lambeth 002,E09000022,Lambeth,Lambeth 002B," 11,570 "," 15,894 "," 19,594 "," 22,726 ",26690.0," 30,463 "," 35,717 "," 42,396 "," 55,138 ",98.4,1582.0,33.2,"Cotton Garden Estate, Kennington",6873.0,6383,13256.0,0.10390261872849406
51.53089,-0.089782,BikePoints_63,"Murray Grove , Hoxton",POINT (-0.089782 51.53089),1831,E01035648,Hackney 026G,E02000370,Hackney 026,E09000012,Hackney,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,"Murray Grove , Hoxton",10261.0,8553,18814.0,0.14746709933297278
51.509462,-0.124749,BikePoints_64,"William IV Street, Strand",POINT (-0.124749 51.509462),4984,E01004734,Westminster 018A,E02000977,Westminster 018,E09000033,Westminster,Westminster 018A," 11,879 "," 16,892 "," 21,219 "," 25,150 ",31392.0," 37,488 "," 46,019 "," 58,282 "," 90,329 ",86.1,1825.0,30.2,"William IV Street, Strand",20075.0,22115,42190.0,0.3306918741818923
51.525227,-0.135188,BikePoints_65,"Gower Place , Euston",POINT (-0.135188 51.525227),989,E01035711,Camden 026E,E02000191,Camden 026,E09000007,Camden,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,"Gower Place , Euston",11295.0,11217,22512.0,0.17645260657934958
51.51795,-0.108657,BikePoints_66,"Holborn Circus, Holborn",POINT (-0.108657 51.51795),941,E01000917,Camden 027C,E02000192,Camden 027,E09000007,Camden,Camden 027C," 9,687 "," 13,572 "," 16,701 "," 19,699 ",23404.0," 27,177 "," 31,564 "," 37,672 "," 47,334 ",94.9,2388.0,35.0,"Holborn Circus, Holborn",18428.0,27621,46049.0,0.36093932482109403
51.518825,-0.108028,BikePoints_67,"Hatton Garden, Holborn",POINT (-0.108028 51.518825),940,E01000916,Camden 027B,E02000192,Camden 027,E09000007,Camden,Camden 027B," 11,310 "," 15,999 "," 19,968 "," 23,914 ",29321.0," 34,390 "," 42,292 "," 56,587 "," 89,965 ",90.3,2638.0,19.5,"Hatton Garden, Holborn",14338.0,13977,28315.0,0.22193743582508368
51.520596,-0.116688,BikePoints_68,"Theobald's Road , Holborn",POINT (-0.116688 51.520596),987,E01000914,Camden 028B,E02000193,Camden 028,E09000007,Camden,Camden 028B," 10,360 "," 16,246 "," 20,529 "," 25,177 ",30128.0," 36,531 "," 46,814 "," 59,897 "," 83,276 ",86.9,2512.0,13.1,"Theobald's Road , Holborn",13704.0,13517,27221.0,0.21336249128004953
51.526236,-0.134407,BikePoints_69,"Euston Road, Euston",POINT (-0.134407 51.526236),983,E01035710,Camden 023F,E02000188,Camden 023,E09000007,Camden,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,"Euston Road, Euston",5841.0,5927,11768.0,0.09223944004201252
51.53136,-0.117069,BikePoints_70,"Calshot Street , King's Cross",POINT (-0.117069 51.53136),2835,E01002711,Islington 021B,E02000574,Islington 021,E09000019,Islington,Islington 021B," 10,738 "," 16,119 "," 21,496 "," 26,605 ",31164.0," 36,340 "," 45,458 "," 59,770 "," 87,373 ",91.2,2766.0,21.8,"Calshot Street , King's Cross",4891.0,4149,9040.0,0.07085694578346305
51.515768,-0.099894,BikePoints_71,"Newgate Street , St. Paul's",POINT (-0.099894 51.515768),998,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,City of London 001F," 17,376 "," 27,741 "," 36,607 "," 46,331 ",58299.0," 70,624 "," 84,913 "," 104,146 "," 164,959 ",92.4,1688.0,13.6,"Newgate Street , St. Paul's",17826.0,20461,38287.0,0.3000995446030365
51.52352,-0.10834,BikePoints_72,"Farringdon Lane, Clerkenwell",POINT (-0.10834 51.52352),2922,E01002724,Islington 022D,E02000575,Islington 022,E09000019,Islington,Islington 022D," 12,179 "," 17,957 "," 24,420 "," 30,758 ",39208.0," 51,050 "," 66,729 "," 89,409 "," 127,023 ",91.9,2741.0,14.6,"Farringdon Lane, Clerkenwell",8781.0,8696,17477.0,0.1369874824621221
51.525615,-0.088532,BikePoints_73,"Old Street Station, St. Luke's",POINT (-0.088532 51.525615),2839,E01002701,Islington 023A,E02000576,Islington 023,E09000019,Islington,Islington 023A," 11,892 "," 15,394 "," 19,312 "," 23,017 ",27114.0," 31,962 "," 36,016 "," 42,983 "," 63,581 ",88.5,1904.0,27.8,"Old Street Station, St. Luke's",29745.0,29755,59500.0,0.466370384304873
