h3_id,station_count,lat,lon
89195da4dabffff,1,51.52625,-0.123509
89195da4dafffff,2,51.52364849999999,-0.121352
89195da4db3ffff,1,51.528915,-0.11548
89195da4db7ffff,1,51.526599,-0.112432
89195da4dbbffff,4,51.52948825,-0.1216935
89195da4dc3ffff,1,51.536264,-0.133952
89195da4dcfffff,1,51.533005,-0.136792
89195da4dd7ffff,1,51.53792,-0.130529
89195da4ddbffff,1,51.538792,-0.138535
89195da5927ffff,1,51.512981,-0.219486
89195da592fffff,1,51.514767,-0.225787
89195da6b27ffff,1,51.536392,-0.112721
89195da6b63ffff,1,51.541596,-0.125441
