LSOA11CD,population,IMD score
E01003061,1037.0,37.9
E01003062,1999.0,22.4
E01003063,1383.0,37.7
E01003064,1534.0,12.8
E01003065,1552.0,41.1
E01003066,1862.0,37.4
E01003067,1482.0,20.5
E01003068,1593.0,28.8
E01003069,1414.0,32.7
E01003070,1450.0,43.8
E01003071,2447.0,16.1
E01003072,1856.0,16.5
E01003073,1708.0,30.2
E01003074,2314.0,24.6
E01003075,1556.0,42.6
E01003076,2145.0,18.5
E01003077,1832.0,19.6
E01003078,1680.0,10.8
E01003079,1706.0,30.8
E01003080,1784.0,18.5
E01003081,2051.0,29.7
E01003082,1577.0,30.2
E01003083,1594.0,19.7
E01003084,1662.0,19.3
E01003085,1957.0,16.4
E01003086,1771.0,31.4
E01003087,1722.0,42.5
E01003088,1564.0,32.4
E01003089,1781.0,31.4
E01003090,2320.0,25.4
E01003091,1597.0,23.4
E01003092,1921.0,36.6
E01003093,2551.0,33.3
E01003094,1470.0,30.4
E01003095,1743.0,19.8
E01003096,2397.0,25.5
E01003097,1614.0,32.2
E01003098,1506.0,23.4
E01003099,1782.0,26.6
E01003100,1976.0,16.9
E01003101,1534.0,28.2
E01003102,1832.0,25.9
E01003104,1615.0,24.6
E01003105,1864.0,29.3
E01003106,2140.0,27.2
E01003107,1971.0,17.5
E01003108,1582.0,33.2
E01003109,3087.0,27.6
E01003110,2206.0,17.4
E01003111,1778.0,35.3
E01003112,1849.0,29.9
E01003113,2210.0,23.2
E01003114,2418.0,22.4
E01003115,1690.0,20.5
E01003116,1640.0,20.5
E01003117,2157.0,22.2
E01003118,2002.0,22.8
E01003119,2285.0,22.0
E01003120,2669.0,32.9
E01003121,1484.0,32.8
E01003122,2075.0,25.8
E01003123,1648.0,19.2
E01003124,1450.0,29.9
E01003125,1753.0,30.3
E01003126,1502.0,28.7
E01003127,1774.0,26.1
E01003128,1530.0,34.4
E01003129,1746.0,24.3
E01003130,1928.0,17.4
E01003131,2142.0,18.3
E01003132,1579.0,32.2
E01003133,1599.0,24.5
E01003134,1578.0,19.6
E01003135,1716.0,31.6
E01003136,1702.0,23.3
E01003137,1616.0,29.3
E01003138,1730.0,10.6
E01003139,1724.0,13.5
E01003140,1539.0,16.9
E01003141,1879.0,24.0
E01003142,1436.0,18.2
E01003143,1453.0,28.8
E01003144,1486.0,17.4
E01003145,1897.0,23.6
E01003146,1628.0,25.1
E01003147,2088.0,20.6
E01003148,1970.0,19.0
E01003149,1874.0,15.2
E01003150,1904.0,26.5
E01003151,1963.0,33.1
E01003152,2096.0,13.0
E01003153,2450.0,14.8
E01003154,1958.0,28.2
E01003155,2012.0,19.1
E01003156,1695.0,18.6
E01003157,1735.0,13.8
E01003158,1761.0,7.6
E01003159,1384.0,36.2
E01003160,1375.0,29.3
E01003161,1182.0,18.9
E01003162,1902.0,27.3
E01003163,1614.0,15.1
E01003164,2186.0,28.1
E01003165,1568.0,22.3
E01003166,2676.0,17.9
E01003167,1708.0,14.5
E01003168,1591.0,40.4
E01003169,2348.0,23.4
E01003170,1888.0,12.5
E01003171,1677.0,25.4
E01003172,1903.0,30.6
E01003173,1664.0,15.4
E01003174,1837.0,33.6
E01003175,1536.0,36.0
E01003176,1956.0,35.2
E01003177,1729.0,25.7
E01003178,1659.0,21.7
E01003179,1614.0,31.0
E01003180,1713.0,22.4
E01003181,1379.0,37.3
E01003182,1918.0,26.6
E01003183,1721.0,28.8
E01003184,1221.0,33.4
E01003185,1590.0,27.1
E01003186,2821.0,19.8
E01003187,1848.0,35.8
E01003188,1215.0,38.4
E01003189,1691.0,43.3
E01003190,2418.0,34.7
E01003191,1633.0,34.9
E01003192,1740.0,48.7
E01003193,1706.0,31.2
E01003194,1876.0,34.5
E01003195,1596.0,20.6
E01003196,1833.0,42.4
E01003197,1634.0,43.6
E01003198,1485.0,18.6
E01003199,1920.0,13.5
E01003200,1684.0,11.6
E01003201,1762.0,28.2
E01003202,1582.0,9.2
E01003203,2076.0,24.6
E01003204,1724.0,20.8
E01003205,1407.0,36.3
E01003206,1672.0,14.3
E01003207,1768.0,36.7
E01003209,2091.0,25.8
E01003210,2000.0,22.3
E01003211,1533.0,23.4
E01003212,2099.0,22.9
E01003213,2072.0,20.8
E01003214,1887.0,26.3
E01003215,2140.0,24.8
E01003216,1966.0,22.7
E01003217,1638.0,21.0
E01003218,1657.0,15.8
E01003219,1719.0,18.3
E01003220,1784.0,25.0
E01003221,2161.0,31.6
E01003222,1735.0,22.1
E01003223,1690.0,16.8
E01003224,1776.0,22.1
E01003225,1602.0,9.4
E01003226,1725.0,16.8
E01003227,1710.0,14.7
E01003228,1568.0,18.1
E01003229,1676.0,32.5
E01003230,2025.0,22.0
E01003231,1594.0,23.6
E01003232,1854.0,12.3
E01003233,1785.0,16.3
E01003235,1315.0,28.4
E01003236,1691.0,36.8
E01003237,1672.0,30.6
E01003238,1383.0,36.6
E01003239,1542.0,34.4
E01003240,1909.0,32.4
E01003241,1671.0,33.1
E01003243,1528.0,37.5
E01003244,1687.0,29.2
E01003245,1861.0,35.3
E01003246,1934.0,41.0
E01003247,2292.0,18.0
E01003248,1707.0,30.8
E01003249,2106.0,24.5
E01003250,1159.0,30.1
E01003251,2224.0,28.2
E01003252,1477.0,39.5
E01003253,1539.0,35.9
E01003254,1528.0,12.2
E01003255,2195.0,17.5
E01003256,2533.0,30.4
E01003257,1691.0,21.9
E01003258,1493.0,31.2
E01003259,1851.0,21.1
E01003260,1980.0,14.4
E01003261,1498.0,15.6
E01003262,1545.0,19.1
E01003263,1795.0,28.1
E01003264,1552.0,26.4
E01003265,1613.0,29.5
E01003266,1786.0,39.3
E01003267,1534.0,35.1
E01003268,1928.0,22.9
E01003269,1660.0,27.7
E01003270,1770.0,11.5
E01003271,1688.0,8.8
E01003272,2066.0,18.8
E01003273,1987.0,17.1
E01003274,1731.0,17.0
E01003275,1659.0,30.6
E01003276,1901.0,20.7
E01003277,1762.0,22.3
E01003278,1963.0,26.2
E01003279,1666.0,16.3
E01003280,1776.0,27.0
E01003281,1566.0,17.2
E01003282,2674.0,23.4
E01003283,2223.0,11.3
E01003284,1935.0,19.3
E01003285,2039.0,13.7
E01003286,1776.0,30.2
E01003287,2091.0,12.6
E01003288,2180.0,30.8
E01003290,1707.0,45.9
E01003291,1383.0,45.0
E01003292,1600.0,20.6
E01003293,1593.0,28.1
E01003295,1945.0,29.3
E01003296,2470.0,28.6
E01003297,1649.0,29.4
E01003298,1266.0,32.1
E01003299,1698.0,33.0
E01003300,1306.0,33.9
E01003301,2406.0,25.7
E01003302,1610.0,31.7
E01003303,1558.0,40.1
E01003304,2226.0,36.0
E01003305,1968.0,43.3
E01003307,1562.0,19.3
E01003308,1939.0,23.4
E01003309,1552.0,32.1
E01003310,1723.0,29.6
E01003311,1720.0,17.4
E01003312,1755.0,17.6
E01003313,1517.0,35.4
E01003314,1828.0,17.1
E01003315,1393.0,27.4
E01003316,1523.0,17.2
E01003317,1643.0,28.0
E01003318,2016.0,47.1
E01003319,2019.0,31.2
E01003320,1370.0,35.1
E01003321,2032.0,32.2
E01003322,1545.0,24.4
E01003323,1429.0,34.1
E01003324,1837.0,37.1
E01003325,1778.0,36.3
E01003326,1576.0,28.9
E01003327,1959.0,16.4
E01003328,1766.0,26.3
E01003329,1691.0,19.2
E01003330,1712.0,34.1
E01003331,1537.0,26.9
E01003332,1611.0,27.5
E01003333,1587.0,24.8
E01003334,1919.0,28.8
E01003335,1421.0,33.7
E01003336,1466.0,34.0
E01003337,1617.0,33.3
E01003338,2086.0,34.6
E01003339,1748.0,26.5
E01003340,1921.0,18.9
E01003341,1470.0,20.7
E01003342,1735.0,19.5
E01003343,1528.0,21.8
E01003344,1806.0,19.6
E01003345,2094.0,16.7
E01003346,1639.0,34.4
E01003347,1858.0,44.7
E01003348,1685.0,25.7
E01003349,1657.0,33.2
E01003350,1260.0,33.8
E01003351,1555.0,37.2
E01003352,2397.0,31.0
E01003353,1818.0,21.6
E01003354,2013.0,22.1
E01003355,1776.0,8.7
E01003356,1832.0,6.0
E01003357,1757.0,27.0
E01003358,2023.0,5.5
E01003359,1848.0,16.0
E01003360,1838.0,7.5
E01003361,1686.0,9.5
E01003362,1312.0,8.2
E01003363,1601.0,5.9
E01003364,1742.0,6.7
E01003365,1378.0,6.8
E01003366,1691.0,18.4
E01003367,2754.0,14.4
E01003368,1522.0,16.6
E01003369,1657.0,12.3
E01003370,1997.0,13.1
E01003371,1477.0,12.5
E01003372,1510.0,26.6
E01003373,1426.0,33.1
E01003374,1711.0,31.2
E01003375,1735.0,19.1
E01003376,1467.0,25.1
E01003377,1588.0,31.3
E01003378,2193.0,18.4
E01003379,1902.0,31.1
E01003380,1841.0,5.8
E01003381,1523.0,7.9
E01003382,1696.0,7.5
E01003383,1715.0,6.7
E01003384,1661.0,8.0
E01003385,1696.0,3.8
E01003386,2233.0,15.9
E01003387,1870.0,30.2
E01003388,1519.0,25.8
E01003389,1714.0,23.0
E01003390,1755.0,33.6
E01003391,1298.0,38.5
E01003392,1300.0,17.1
E01003393,1502.0,14.0
E01003394,1950.0,16.1
E01003395,1567.0,11.9
E01003396,1531.0,12.3
E01003397,1501.0,14.1
E01003398,1928.0,15.2
E01003399,1356.0,9.1
E01003400,1432.0,6.8
E01003401,1461.0,4.1
E01003402,1696.0,4.7
E01003403,1540.0,5.8
E01003404,1833.0,8.8
E01003405,2173.0,25.7
E01003406,1541.0,23.0
E01003407,2028.0,11.9
E01003408,1943.0,11.9
E01003409,1702.0,24.5
E01003410,1614.0,21.6
E01003411,1930.0,16.0
E01003412,1619.0,22.7
E01003413,1933.0,15.4
E01003414,1526.0,13.7
E01003415,1999.0,19.7
E01003416,1454.0,14.1
E01003417,1517.0,9.2
E01003418,1355.0,6.7
E01003419,1723.0,11.3
E01003420,1317.0,9.2
E01003421,1615.0,9.8
E01003422,1362.0,9.2
E01003423,1670.0,5.8
E01003424,1443.0,3.8
E01003425,1510.0,4.0
E01003426,1770.0,10.2
E01003427,1945.0,14.1
E01003428,1500.0,9.4
E01003429,1423.0,14.2
E01003430,1505.0,30.9
E01003431,1560.0,29.4
E01003432,1425.0,40.4
E01003433,1550.0,17.6
E01003434,1521.0,13.0
E01003435,1914.0,17.6
E01003436,1537.0,25.6
E01003437,1904.0,16.0
E01003438,1705.0,26.9
E01003439,1525.0,27.4
E01003440,1549.0,23.1
E01003441,1744.0,22.9
E01003442,1608.0,5.2
E01003443,1661.0,4.5
E01003444,1621.0,5.4
E01003445,1719.0,9.4
E01003446,1876.0,10.1
E01003447,1564.0,24.4
E01003448,2132.0,24.6
E01003449,1840.0,18.5
E01003450,1568.0,28.1
E01003451,1657.0,12.6
E01003452,1996.0,27.0
E01003453,1783.0,24.4
E01003454,1354.0,5.6
E01003455,1681.0,11.0
E01003456,1736.0,12.8
E01003457,1619.0,5.5
E01003458,1661.0,6.0
E01003459,2110.0,16.1
E01003460,1557.0,9.0
E01003461,1415.0,3.7
E01003462,1423.0,6.9
E01003463,1461.0,4.3
E01003464,1359.0,6.1
E01003465,1197.0,4.7
E01003466,1712.0,4.6
E01003467,1737.0,7.1
E01003468,1607.0,4.5
E01003469,1466.0,16.0
E01003470,1776.0,9.5
E01003471,1670.0,8.1
E01003472,1312.0,3.8
E01003473,1343.0,5.3
E01003474,1226.0,4.5
E01003475,2845.0,17.4
E01003476,1298.0,11.7
E01003477,1577.0,8.6
E01003478,1694.0,6.5
E01003479,1610.0,30.1
E01003480,2191.0,24.0
E01003481,1640.0,28.6
E01003482,2748.0,27.2
E01003483,1486.0,37.2
E01003484,1648.0,22.7
E01003485,1590.0,24.1
E01003486,1197.0,47.8
E01003487,1293.0,43.6
E01003488,1942.0,40.7
E01003489,2106.0,34.4
E01003490,1931.0,31.0
E01003491,2240.0,29.5
E01003492,2075.0,24.9
E01003493,2690.0,27.3
E01003494,2344.0,21.3
E01003495,2186.0,18.0
E01003496,1424.0,28.5
E01003497,1791.0,33.3
E01003498,1906.0,33.2
E01003499,2658.0,40.6
E01003500,2236.0,34.3
E01003501,2477.0,36.3
E01003502,2313.0,36.5
E01003503,2821.0,39.4
E01003506,1176.0,45.3
E01003507,2579.0,34.0
E01003508,2324.0,36.9
E01003509,2238.0,35.4
E01003511,1744.0,35.3
E01003512,1898.0,35.3
E01003513,1604.0,22.2
E01003514,1467.0,36.7
E01003515,1760.0,47.7
E01003516,1785.0,39.9
E01003517,1577.0,46.7
E01003518,1659.0,22.6
E01003519,1603.0,29.4
E01003520,2296.0,26.7
E01003521,2562.0,28.5
E01003522,2041.0,31.4
E01003523,2045.0,31.5
E01003524,2118.0,28.6
E01003525,2184.0,30.7
E01003526,1903.0,30.1
E01003527,1988.0,19.9
E01003528,1432.0,30.4
E01003529,2509.0,23.4
E01003530,1824.0,21.9
E01003531,2207.0,29.2
E01003532,2248.0,25.3
E01003533,2205.0,27.6
E01003534,2440.0,25.2
E01003535,1749.0,42.6
E01003536,2084.0,29.5
E01003537,2230.0,25.3
E01003538,2151.0,32.0
E01003539,2441.0,27.3
E01003540,2030.0,38.7
E01003541,2120.0,27.2
E01003542,2123.0,32.8
E01003543,2437.0,23.2
E01003544,1908.0,28.7
E01003545,1803.0,27.2
E01003546,1777.0,33.5
E01003547,1947.0,18.9
E01003548,2393.0,22.3
E01003549,2207.0,25.6
E01003550,1827.0,27.0
E01003551,1892.0,35.0
E01003552,1737.0,29.8
E01003553,1833.0,35.8
E01003554,2014.0,21.9
E01003555,1876.0,25.8
E01003556,2124.0,42.3
E01003557,2197.0,36.8
E01003558,1704.0,38.3
E01003559,2589.0,20.7
E01003560,1816.0,28.0
E01003561,1994.0,23.7
E01003562,2223.0,25.9
E01003563,2344.0,27.1
E01003564,2564.0,27.4
E01003565,2005.0,25.4
E01003566,2001.0,30.4
E01003567,1905.0,32.1
E01003568,2326.0,24.0
E01003569,2050.0,27.7
E01003570,1973.0,31.3
E01003571,2139.0,28.0
E01003572,1767.0,27.8
E01003573,2188.0,27.1
E01003574,2577.0,29.3
E01003575,1724.0,29.8
E01003576,2037.0,38.1
E01003577,2175.0,40.9
E01003578,2171.0,26.2
E01003579,1917.0,28.5
E01003580,1979.0,32.8
E01003581,1916.0,26.8
E01003582,1806.0,30.9
E01003583,1885.0,28.5
E01003584,1909.0,29.5
E01003585,1587.0,28.0
E01003586,1910.0,30.0
E01003587,2501.0,28.0
E01003588,1707.0,29.2
E01003589,1922.0,26.8
E01003590,1577.0,38.3
E01003591,2342.0,34.1
E01003592,1850.0,34.4
E01003593,1578.0,32.7
E01003594,1828.0,29.2
E01003595,1795.0,29.8
E01003596,1933.0,25.2
E01003597,1591.0,25.7
E01003598,2013.0,31.2
E01003599,1617.0,31.2
E01003600,1736.0,34.3
E01003601,2216.0,37.2
E01003602,2089.0,26.1
E01003603,2037.0,22.8
E01003604,2332.0,35.7
E01003605,2288.0,29.5
E01003606,2939.0,28.6
E01003607,1841.0,30.5
E01003608,2206.0,23.9
E01003609,2005.0,23.0
E01003611,2048.0,31.4
E01003615,1948.0,27.3
E01003616,1843.0,29.4
E01003617,3430.0,30.0
E01003618,2241.0,26.8
E01003619,2689.0,35.3
E01003621,1623.0,23.1
E01003622,1800.0,33.7
E01003623,1813.0,31.4
E01003624,1743.0,31.6
E01003625,1798.0,28.6
E01003626,1651.0,23.9
E01003627,1505.0,28.4
E01003628,1720.0,21.4
E01003629,1594.0,27.0
E01003630,2069.0,29.8
E01003631,1795.0,27.2
E01003632,2614.0,21.0
E01003633,1856.0,39.5
E01003634,1817.0,31.1
E01003635,2005.0,24.6
E01003636,2037.0,32.3
E01003637,1820.0,22.0
E01003638,1858.0,17.7
E01003639,2122.0,20.3
E01003640,1902.0,17.8
E01003641,1772.0,14.3
E01003642,1858.0,16.5
E01003643,2010.0,11.3
E01003644,1614.0,12.6
E01003645,3013.0,19.4
E01003646,2071.0,12.4
E01003647,2126.0,13.5
E01003648,1510.0,7.6
E01003649,1575.0,9.0
E01003650,1602.0,16.2
E01003651,1481.0,11.3
E01003652,1641.0,8.1
E01003653,1888.0,14.4
E01003654,1608.0,18.3
E01003655,1576.0,10.1
E01003656,1597.0,28.0
E01003657,2252.0,12.3
E01003658,1714.0,22.8
E01003659,1744.0,10.7
E01003660,1768.0,6.7
E01003661,1973.0,18.0
E01003662,2311.0,18.1
E01003663,1814.0,15.1
E01003664,1723.0,15.7
E01003665,1698.0,11.9
E01003666,2903.0,20.3
E01003668,1782.0,8.9
E01003669,1617.0,6.2
E01003670,1511.0,9.5
E01003671,1455.0,3.6
E01003672,1801.0,17.2
E01003673,1973.0,10.7
E01003674,2623.0,9.0
E01003675,1704.0,14.7
E01003676,1807.0,10.3
E01003677,1658.0,9.4
E01003678,1610.0,9.7
E01003679,1668.0,9.0
E01003680,1838.0,7.7
E01003681,1889.0,15.8
E01003682,1737.0,8.3
E01003683,2319.0,20.2
E01003684,2023.0,18.4
E01003685,2008.0,20.9
E01003686,2127.0,26.4
E01003688,2072.0,25.3
E01003689,2280.0,31.3
E01003690,2340.0,18.6
E01003691,1437.0,13.6
E01003692,1655.0,14.6
E01003693,1617.0,14.2
E01003694,1410.0,16.2
E01003695,1675.0,22.9
E01003696,1979.0,11.5
E01003697,1662.0,17.9
E01003698,1391.0,14.5
E01003699,1658.0,13.9
E01003700,2322.0,18.1
E01003701,1923.0,16.4
E01003702,2114.0,16.7
E01003703,2592.0,14.5
E01003704,1768.0,18.7
E01003705,2368.0,14.3
E01003706,1749.0,16.3
E01003707,1384.0,15.5
E01003708,1765.0,29.0
E01003709,1681.0,9.7
E01003710,1504.0,10.9
E01003711,1804.0,16.9
E01003712,1217.0,39.9
E01003713,1752.0,17.3
E01003714,2223.0,19.1
E01003715,2224.0,19.5
E01003716,1889.0,22.2
E01003718,2121.0,18.7
E01003719,2247.0,23.3
E01003720,1864.0,30.7
E01003721,1866.0,19.5
E01003722,2196.0,24.5
E01003723,1888.0,28.1
E01003724,1424.0,18.2
E01003725,1569.0,26.2
E01003726,1969.0,31.7
E01003727,1739.0,29.9
E01003728,2658.0,29.2
E01003729,1902.0,29.5
E01003730,1744.0,23.5
E01003731,1533.0,26.4
E01003732,1824.0,33.9
E01003733,1844.0,25.4
E01003734,2055.0,22.0
E01003735,2475.0,34.3
E01003736,1792.0,25.0
E01003737,1895.0,14.6
E01003738,2309.0,14.2
E01003739,2425.0,19.8
E01003740,2259.0,18.4
E01003741,1940.0,16.3
E01003742,2409.0,15.1
E01003743,1887.0,20.5
E01003744,1373.0,8.4
E01003745,1360.0,5.7
E01003746,1538.0,4.1
E01003747,1273.0,5.9
E01003748,1621.0,4.9
E01003749,1662.0,8.4
E01003750,1778.0,12.2
E01003751,2142.0,16.3
E01003752,2905.0,12.7
E01003753,2170.0,13.4
E01003754,1616.0,13.0
E01003755,2034.0,14.8
E01003756,2209.0,16.9
E01003757,2084.0,20.3
E01003758,2845.0,21.1
E01003759,1546.0,5.0
E01003760,1962.0,15.0
E01003761,1821.0,39.7
E01003762,1734.0,14.1
E01003763,2063.0,11.4
E01003764,2199.0,14.1
E01003765,1979.0,8.5
E01003766,1810.0,19.5
E01003767,2048.0,22.4
E01003768,1888.0,29.3
E01003769,2042.0,24.7
E01003770,3041.0,16.7
E01003771,2066.0,16.9
E01003772,1771.0,17.3
E01003773,1873.0,15.0
E01003774,1874.0,8.9
E01003775,1754.0,7.6
E01003776,1774.0,23.9
E01003777,1743.0,7.8
E01003778,2032.0,9.6
E01003779,1557.0,14.1
E01003780,1516.0,5.8
E01003781,1954.0,17.1
E01003782,1893.0,22.0
E01003783,2638.0,34.2
E01003784,2079.0,18.4
E01003785,2306.0,25.7
E01003786,1523.0,13.0
E01003787,1591.0,15.4
E01003788,2229.0,24.9
E01003789,1407.0,10.3
E01003790,1401.0,16.2
E01003791,1507.0,15.7
E01003792,1450.0,11.3
E01003793,1622.0,25.0
E01003794,1563.0,7.9
E01003795,1234.0,8.4
E01003796,1547.0,9.5
E01003797,1419.0,5.9
E01003798,1491.0,8.5
E01003799,1657.0,7.2
E01003800,1413.0,13.1
E01003801,1334.0,4.0
E01003802,1322.0,4.7
E01003803,1495.0,23.8
E01003804,1785.0,5.8
E01003805,1594.0,3.7
E01003806,1597.0,8.0
E01003807,2025.0,7.8
E01003808,1920.0,6.0
E01003809,1691.0,6.1
E01003810,1601.0,7.5
E01003811,1821.0,5.5
E01003812,1900.0,7.8
E01003813,1637.0,4.7
E01003814,1746.0,9.0
E01003815,1956.0,8.9
E01003816,1869.0,12.1
E01003817,2124.0,11.0
E01003818,1651.0,7.1
E01003819,1753.0,28.7
E01003820,2073.0,11.5
E01003821,1801.0,5.1
E01003822,1375.0,3.0
E01003823,1716.0,7.2
E01003824,1606.0,4.6
E01003825,1772.0,3.2
E01003826,1884.0,22.9
E01003827,1938.0,8.5
E01003828,1444.0,6.1
E01003829,1626.0,26.7
E01003830,1796.0,9.4
E01003831,1683.0,10.2
E01003832,1424.0,37.0
E01003833,1406.0,16.6
E01003834,2205.0,7.3
E01003835,1627.0,4.5
E01003836,1441.0,13.0
E01003837,2041.0,7.8
E01003838,1846.0,7.3
E01003839,2258.0,13.1
E01003840,1707.0,14.8
E01003841,2136.0,26.0
E01003842,1680.0,20.4
E01003843,2124.0,15.7
E01003844,1447.0,9.2
E01003845,1646.0,9.3
E01003846,1723.0,4.2
E01003847,1667.0,6.7
E01003848,1859.0,11.4
E01003849,1545.0,8.4
E01003851,1646.0,5.9
E01003852,1386.0,13.6
E01003853,1528.0,11.5
E01003854,1471.0,7.8
E01003855,1953.0,19.2
E01003856,1631.0,6.3
E01003857,2058.0,5.5
E01003858,1634.0,3.9
E01003859,1632.0,6.7
E01003860,1880.0,9.3
E01003861,2101.0,8.2
E01003862,1775.0,17.8
E01003863,1422.0,18.7
E01003864,1613.0,7.1
E01003865,1502.0,11.5
E01003866,1720.0,3.8
E01003867,1538.0,11.8
E01003868,1545.0,5.6
E01003869,1703.0,5.1
E01003870,2139.0,5.8
E01003871,1800.0,4.8
E01003872,1619.0,7.6
E01003873,1757.0,7.5
E01003874,1687.0,5.2
E01003875,1725.0,7.3
E01003876,1986.0,6.7
E01003877,1803.0,6.0
E01003878,1439.0,19.6
E01003879,1887.0,5.9
E01003880,1500.0,6.1
E01003881,1385.0,4.6
E01003882,2006.0,6.2
E01003883,2042.0,4.8
E01003884,1813.0,5.6
E01003885,1535.0,6.1
E01003886,1717.0,3.5
E01003887,1784.0,4.6
E01003888,2073.0,13.6
E01003889,1671.0,4.8
E01003890,1681.0,6.6
E01003891,1819.0,2.7
E01003892,2185.0,3.8
E01003893,1705.0,6.7
E01003894,1724.0,4.8
E01003895,1786.0,8.0
E01003896,2045.0,7.6
E01003897,1913.0,8.3
E01003898,1663.0,7.9
E01003899,1483.0,5.1
E01003900,1566.0,21.2
E01003901,1728.0,7.1
E01003902,1320.0,5.9
E01003903,1657.0,13.2
E01003904,1675.0,10.7
E01003905,1392.0,7.6
E01003906,1719.0,12.1
E01003907,1744.0,21.0
E01003908,1783.0,6.9
E01003909,1633.0,7.6
E01003910,1712.0,6.5
E01003911,1893.0,29.8
E01003912,1608.0,40.6
E01003913,1950.0,19.2
E01003914,2142.0,21.5
E01003915,1883.0,28.0
E01003916,2233.0,24.7
E01003917,1861.0,30.2
E01003918,1429.0,34.6
E01003919,1836.0,23.6
E01003920,1919.0,32.3
E01003921,1888.0,39.7
E01003922,2169.0,30.6
E01003923,1768.0,26.7
E01003924,2004.0,31.2
E01003925,1948.0,32.7
E01003926,1329.0,31.4
E01003927,2568.0,16.4
E01003929,2450.0,23.0
E01003930,1940.0,28.9
E01003932,1555.0,39.0
E01003933,1930.0,33.6
E01003934,2229.0,18.6
E01003935,1340.0,21.0
E01003936,1471.0,14.2
E01003937,1489.0,24.3
E01003938,1505.0,31.2
E01003939,1979.0,20.5
E01003940,1368.0,33.4
E01003941,2122.0,18.2
E01003942,1558.0,31.3
E01003943,1125.0,40.1
E01003945,1795.0,16.4
E01003946,1860.0,17.0
E01003947,1527.0,36.1
E01003948,1730.0,17.3
E01003949,2065.0,17.1
E01003950,1949.0,27.5
E01003951,1554.0,16.0
E01003952,1790.0,15.6
E01003953,2144.0,18.6
E01003954,1656.0,17.3
E01003955,2028.0,18.3
E01003956,1822.0,11.8
E01003957,1824.0,14.1
E01003958,1993.0,16.3
E01003960,2010.0,27.4
E01003961,2098.0,37.8
E01003963,1649.0,39.2
E01003964,2357.0,35.4
E01003966,1844.0,33.3
E01003967,888.0,31.4
E01003968,1137.0,46.6
E01003969,1621.0,24.1
E01003970,1195.0,39.0
E01003971,1157.0,50.4
E01003972,1655.0,27.7
E01003973,1674.0,29.8
E01003974,1391.0,35.4
E01003975,1996.0,31.0
E01003976,2459.0,30.4
E01003977,2271.0,27.5
E01003978,1890.0,22.9
E01003979,1924.0,29.5
E01003980,1941.0,32.9
E01003981,2285.0,26.5
E01003983,1891.0,31.1
E01003984,2083.0,35.2
E01003986,1667.0,38.1
E01003987,1897.0,34.2
E01003988,2414.0,31.7
E01003989,2137.0,28.9
E01003990,2149.0,31.1
E01003991,1273.0,39.3
E01003992,1620.0,32.4
E01003993,1817.0,28.4
E01003994,1631.0,35.7
E01003995,1475.0,35.1
E01003997,1221.0,30.3
E01003998,1454.0,25.1
E01003999,1468.0,24.5
E01004000,2183.0,28.0
E01004001,1836.0,35.8
E01004002,1866.0,17.6
E01004003,2041.0,35.6
E01004004,2769.0,31.6
E01004005,2440.0,45.1
E01004006,2178.0,26.4
E01004007,1335.0,39.4
E01004008,2018.0,34.8
E01004010,1646.0,32.3
E01004011,2248.0,31.0
E01004012,2425.0,27.3
E01004013,1401.0,39.1
E01004014,1840.0,33.9
E01004015,1631.0,22.8
E01004016,2635.0,20.2
E01004017,1601.0,15.6
E01004018,1968.0,11.3
E01004019,2392.0,24.0
E01004020,1740.0,28.0
E01004021,2197.0,14.8
E01004022,3815.0,24.6
E01004023,1973.0,28.5
E01004024,2142.0,31.2
E01004027,2779.0,19.5
E01004028,1459.0,26.4
E01004029,2434.0,12.4
E01004030,1515.0,24.9
E01004031,2590.0,26.0
E01004032,2022.0,8.3
E01004033,1416.0,27.1
E01004034,1758.0,25.7
E01004035,1501.0,36.2
E01004036,2315.0,31.5
E01004037,2171.0,25.9
E01004038,2950.0,22.3
E01004039,1720.0,22.6
E01004040,1937.0,39.9
E01004041,1750.0,27.4
E01004042,1854.0,45.4
E01004043,1479.0,26.4
E01004044,1457.0,31.1
E01004045,1559.0,27.3
E01004046,1754.0,17.3
E01004047,1546.0,24.4
E01004048,1706.0,20.5
E01004049,2241.0,16.7
E01004050,1528.0,14.5
E01004051,1590.0,9.7
E01004052,1883.0,15.8
E01004053,2070.0,8.7
E01004054,1699.0,8.4
E01004055,1356.0,38.9
E01004056,2221.0,19.7
E01004057,2212.0,21.7
E01004058,1924.0,8.4
E01004059,1955.0,17.3
E01004060,2332.0,32.0
E01004061,1855.0,21.5
E01004062,2361.0,29.4
E01004063,2004.0,27.4
E01004064,2089.0,30.5
E01004065,1533.0,19.3
E01004066,2129.0,23.9
E01004067,2276.0,35.5
E01004068,2111.0,34.4
E01004069,1505.0,9.3
E01004070,2074.0,13.1
E01004071,1506.0,18.2
E01004072,1818.0,9.2
E01004073,2075.0,8.6
E01004074,1896.0,9.8
E01004075,1745.0,8.6
E01004076,1709.0,18.3
E01004077,1669.0,13.5
E01004078,1810.0,15.6
E01004079,1411.0,8.6
E01004080,1312.0,9.9
E01004081,1647.0,12.4
E01004082,1421.0,5.3
E01004083,1344.0,44.3
E01004084,1468.0,5.8
E01004085,1605.0,8.5
E01004086,2013.0,15.3
E01004087,1497.0,5.7
E01004088,1918.0,43.2
E01004089,1419.0,35.5
E01004090,1339.0,34.4
